,title,year,kind,genre,rating,vote,country,language,cast,director,writer,runtime
747,The Element of Crime,1984.0,movie,"['Crime', 'Drama', 'Thriller']",6.8,9751.0,['Denmark'],"['English', 'Arabic']","['Michael Elphick', 'Esmond Knight', 'Me Me Lai', 'Jerold Wells', 'Ahmed El Shenawi', 'Astrid Henning-Jensen', 'János Herskó', 'Stig Larsson', 'Harry Harper', 'Roman Moszkowicz', 'Lars von Trier', 'Frederik Casby', 'Duke Addabayo', 'Jon Bang Carlsen', 'Leif Magnusson', 'Preben Lerdorff Rye', 'Camilla Overbye Roos', 'Maria Holkenfeldt-Behrendt', 'Mogens Rukov', 'Gotha Andersen']",['Lars von Trier'],"['Niels Vørsel', 'William Quarshie', 'Stephen Wakelam']",151.0
748,The True Story of Alexander the Great,2005.0,video movie,"['Documentary', 'Biography', 'Drama', 'History', 'War']",7.6,105.0,"['United States', 'United Kingdom']","['Greek, Ancient (to 1453)', 'English']","['Peter Woodward', 'Rafael Ferrer', 'Michael Cardelle', 'Frantz Widmaier', 'Ross Seymour', 'William Murray', 'Peter Green', 'John R. Clarke', 'Brian Bosworth', 'Ozman Sirgood', 'Ali Badawi', 'Jim Lindsay', 'Caius Man', 'Carolina Pacheco', 'Steven D. Smith', 'Jeffrey Wall', 'Osama bin Laden', 'Chad Bishop', 'Bridgetta Tomarchio', 'Jamie Walsh', 'David Yukon']",['Jim Lindsay'],['Jim Lindsay'],97.0
749,Irreversible,2002.0,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.4,126388.0,['France'],"['French', 'Spanish', 'Italian', 'English']","['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Jo Prestia', 'Philippe Nahon', 'Stéphane Drouot', 'Jean-Louis Costes', 'Mick Gondouin', 'Mourad Khima', 'Layde Hellal', 'Dominique Nato', 'Michel Fesche', 'Victoria Jaramillo', 'Jean-Yves Le Quellec', 'Isabelle Giami', 'Fatima Adoum', 'Janice Foulaux', 'Stéphane Derdérian', 'Christophe Lemaire', 'Eric Moreau', 'Gaspar Noé', 'Titof']",['Gaspar Noé'],['Gaspar Noé'],88.0
750,The Wild World of Batwoman,1993.0,episode,"['Comedy', 'Sci-Fi']",7.5,543.0,['United States'],['English'],"['Trace Beaulieu', 'Michael J. Nelson', 'Jim Mallon', 'Kevin Murphy', 'Frank Conniff']",['Jim Mallon'],"['Joel Hodgson', 'Michael J. Nelson', 'Trace Beaulieu']",100.0
751,Bojangles,2001.0,tv movie,"['Biography', 'Drama']",6.8,329.0,['United States'],['English'],"['Gregory Hines', 'Peter Riegert', 'Kimberly Elise', 'Maria Ricossa', 'Savion Glover', 'Linette Doherty', 'Jonathan Higgins', 'Lea Marie Golde', 'Novie Edwards', 'Jackie Richardson', 'Caliaf St. Aubin', 'Aaron Meeks', 'Donovon Ian H. McKnight', 'Philip Akin', 'Arnold Pinnock', 'Quancetia Hamilton', 'Thick Wilson', 'Thomas Patrice', 'Nelson Tynes', 'Oscar Hsu', 'Jill Dyck', 'Carson Durven', 'Jeff Jones', 'Richard Yearwood', 'Charmaynn Lawrence', 'Martin Doyle', 'Desmond Campbell', 'Martin Roach', 'Kirsten Bishop', 'Aaron Poole', 'Billy Parrott', 'Bill Lake', 'Michael Kramer', 'Channing C. Holmes', 'Travis Knights', 'Roger Montgomery', 'Michael Dunston', 'Bernard Browne', 'Richard Chevolleau', 'Claudio Masciulli', 'Jeremy Harris', 'Judi Embden', 'Jason Bernard', 'Shawn Byfield', 'Ayodele Casel', 'David Cox', 'Melissa Haizlip', 'Tedd Levy', 'Kiera Sangster', 'Sherisse Springer', 'Dexter Terrell Jones', 'Latoya Robinson']",['Joseph Sargent'],"['Richard Wesley', 'Robert Johnson', 'Jim Haskins']",125.0
752,The Sandlot 2,2005.0,video movie,"['Comedy', 'Family', 'Sport']",4.5,5156.0,['United States'],"['American Sign Language', 'English']","['Max Lloyd-Jones', 'James Willson', 'Samantha Burton', 'Brett Kelly', 'Cole Evan Weiss', 'Neilen Benvegnu', 'Sean Berdy', 'Jessica King', 'McKenzie Freemantle', 'Griffin Reilly Evans', 'Reece Thompson', 'Teryl Rothery', 'Greg Germann', 'James Earl Jones', 'Steve Garvey', 'Austin Dunn', 'Barbara Kottmeier', 'Michael Antonakos', 'Celia Bond', 'Jim Dunn', 'David Mickey Evans', 'David Barkes', 'Tom Guiry', 'Mike Vitar']",['David Mickey Evans'],"['David Mickey Evans', 'Robert Gunter', 'David Mickey Evans']",157.0
753,A Tale of Two Kitties,1942.0,movie,"['Animation', 'Family', 'Short', 'Comedy']",7.3,950.0,['United States'],['English'],"['Mel Blanc', 'Tedd Pierce']",['Robert Clampett'],['Warren Foster'],22.0
754,X,1996.0,movie,"['Animation', 'Action', 'Fantasy', 'Horror', 'Thriller']",6.2,2609.0,['Japan'],['Japanese'],"['Tôru Furusawa', 'Alan Marriott', 'Tomokazu Seki', 'Adam Henderson', 'Larissa Murray', 'Ken Narita', 'Denica Fairman', 'Stacey Gregg', 'Junko Iwao', 'Mike Fitzpatrick', 'David Harris', 'Atsuko Takahata', 'Rupert Degas', 'Yûko Minaguchi', 'Nigel Whitmey', 'Annemarie Lawless', 'Teresa Gallagher', 'Kôichi Yamadera', 'Toni Barry', 'Liza Ross', 'Hideyuki Tanaka', 'Jeff Harding', 'Toshihiko Seki', 'Kazuhiko Inoue', 'Yukana', 'Emi Shinohara', 'Mami Koyama', 'Masako Ikeda', 'Jôji Nakata', 'Rica Matsumoto', 'Kotono Mitsuishi', 'Issei Miyazaki', 'William Dufris', 'Don Fellows']",['Rintaro'],"['Mami Watanabe', 'Mick Nekoi', 'Rintaro']",85.0
755,Y Tu Mamá También,2001.0,movie,['Drama'],7.6,119270.0,['Mexico'],['Spanish'],"['Daniel Giménez Cacho', 'Ana López Mercado', 'Diego Luna', 'Gael García Bernal', 'Nathan Grinberg', 'Verónica Langer', 'María Aura', 'Giselle Audirac', 'Arturo Ríos', 'Andrés Almeida', 'Diana Bracho', 'Emilio Echevarría', 'Marta Aura', 'Maribel Verdú', 'Juan Carlos Remolina', 'Liboria Rodríguez', 'Silverio Palacios', 'Mayra Serbulo', 'Andrea López', 'Amaury Sérbulo', 'Jorge Vergara']",['Alfonso Cuarón'],"['Carlos Cuarón', 'Alfonso Cuarón']",75.0
756,The Young Girls of Rochefort,1967.0,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.7,9290.0,['France'],"['French', 'English']","['Catherine Deneuve', 'George Chakiris', 'Françoise Dorléac', 'Jacques Perrin', 'Michel Piccoli', 'Jacques Riberolles', 'Grover Dale', 'Geneviève Thénier', 'Henri Crémieux', 'Pamela Hart', 'Leslie North', 'Patrick Jeantet', 'Gene Kelly', 'Danielle Darrieux', 'René Pascal', 'Dorothée Blanck', 'Daniel Moquay', 'Daniel Gall', 'Bernard Fradet', 'Remy Brozek', 'Véronique Duval', 'Pierre Caden', 'Peter Ardran', 'Wendy Barry', 'Sarah Butler', 'Anne Chapman', 'Jane Darling', 'Tudor Davies', 'Lindsay Dolan', 'John McDonald', 'Keith Drummond', 'Maureen Evans', 'Tara Fernando', 'Sarah Flemington', 'Johnny Greenland', 'Leo Guerard', 'David Hepburn', 'Bob Howe', 'Alix Kirsta', 'Jerry Manley', 'Tony Manning', 'Tom Merrifield', 'Connel Miles', 'Albin Pahernik', 'Nicky Temperton', 'Barrie Wilkinson', 'Maureen Willsher', 'Anne Germain', 'Claude Parent', 'Christiane Legrand', 'Claudine Meunier', 'Alice Herald', 'José Bartel', 'Romuald', 'Donald Burke', 'Olivier Bonnet', 'Georges Blaness', 'Jacques Revaux', 'Barrie J. Wilkinson', 'Jacques Henri Barratier', 'Liliane de Kermadec', 'Alain Franchet', 'Sarah Hardenberg', 'Florence Malraux', 'Michèle Manceaux', 'Annie Maurel', 'Jean Stout', 'Jacques Thébault', 'Dominique Tirmont', 'Agnès Varda']",['Jacques Demy'],['Jacques Demy'],125.0
757,Surfing for Life,1999.0,movie,['Documentary'],6.5,99.0,['United States'],['English'],"['Beau Bridges', ""John 'Doc' Ball"", 'Shay Bintliff', 'Woody Brown', 'Peter Cole', 'Eve Fletcher', 'Leroy Grannis', 'Rabbit Kekai', 'John Kelly', 'Anona Napoleon']",['David L. Brown'],['David L. Brown'],97.0
758,Boss of Bosses,2001.0,tv movie,"['Biography', 'Crime', 'Drama']",6.6,1354.0,['United States'],['English'],"['Chazz Palminteri', 'Angela Alvarado', 'Jay O. Sanders', 'Clancy Brown', 'Daniel Benzali', 'Richard Foronjy', 'Mark Margolis', 'Dayton Callie', 'Patricia Mauceri', 'Al Ruscio', 'Sonny Marinelli', 'Philip Williams', 'Steven Bauer', 'Yani Gellman', 'William DeMeo', 'James Villani', ""Joseph D'Alessio"", 'Karen Starc', 'Louis Di Bianco', 'Renato Rizzuti', 'Ron Gabriel', 'Dominic Cuzzocrea', 'Peter Haworth', 'James Downing', 'Michael A. Miranda', 'Vito Rezza', 'Tony Nappo', 'Carlos Diaz', 'Vince Corazza', 'Angelo Tucci', 'John Alcorn', 'Gerry Mendicino', 'Nikki Pascetta', 'Layton Morrison', 'Gino Marrocco', 'Tony Perri', 'Reagan Pasternak', 'Brian Smiar', 'Tim MacMenamin', 'Michael Proudfoot', 'Michael Kinney', 'J.C. Kenny', 'Betti Orsatti', 'Lucy Filippone', 'Matthew Galliford', 'Carlos Zapata']",['Dwight H. Little'],"[""Joseph F. O'Brien"", 'Andris Kurins', 'Laurence Shames']",99.98411297440424
759,Game of Death,1978.0,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.1,19648.0,"['Hong Kong', 'United States']","['English', 'Mandarin', 'Cantonese']","['Bruce Lee', 'Gig Young', 'Dean Jagger', ""Hugh O'Brian"", 'Colleen Camp', 'Robert Wall', 'Mel Novak', 'Kareem Abdul-Jabbar', 'Chuck Norris', 'Dan Inosanto', 'Billy McGill', 'Sammo Kam-Bo Hung', 'Roy Chiao', 'Tony Chiu-Wai Leung', 'Jim James', 'Russell Cawthorne', 'David Hu', 'Peter Gee', 'Don Barry', 'Jess Hardie', 'Eddie Lye', 'Peter Nelson', 'Tae-jeong Kim', 'Yuan Chieh', 'Han Jae Ji', 'James Tien', 'Casanova Wong', 'Bolo Yeung', 'Biao Yuen', 'Robert Baker', 'Stephen Chang', 'Robert Clouse', 'Warwick Paul Evans', 'Christopher Kent', 'Robert Kerver', 'Taky Kimura', 'John Ladalski', 'Ching-Ying Lam', 'Kun Li', 'Chia-Yung Liu', 'Mars', 'Nora Miao', 'Andre Morgan', 'Kim Schmidt', 'Betty Ting Pei', 'Ing-Sik Whang', 'Maria Yi', 'Wah Yuen']","['Robert Clouse', 'Bruce Lee']","['Robert Clouse', 'Bruce Lee']",82.0
760,An Evening in Paris,1967.0,movie,"['Musical', 'Romance', 'Thriller']",6.9,349.0,['India'],['Hindi'],"['Shammi Kapoor', 'Sharmila Tagore', 'Sarita', 'K.N. Singh', 'Surendra', 'David Abraham', 'M.B. Shetty', 'Rajendranath Malhotra', 'Pran', 'Jacques Charrier', 'John Stocker']",['Shakti Samanta'],"['Sachin Bhowmick', 'Sachin Bhowmick', 'Ramesh Pant']",100.0
761,Eastwood After Hours: Live at Carnegie Hall,1997.0,movie,"['Documentary', 'Music']",6.9,73.0,['United States'],['English'],"['Kenny Barron', 'Clint Eastwood', 'Kyle Eastwood', 'Jon Faddis', 'Barry Harris', 'Kevin Mahogany', 'Charles McPherson', 'Jay McShann', 'Flip Phillips', 'Phil Ramone', 'Joshua Redman', 'Jimmy Scott', 'Doug Webb', 'George Wein']",['Bruce Ricker'],"['Bruce Ricker', 'Richard Woodward']",45.0
762,Baby Einstein: On the Go,2005.0,video movie,['Family'],7.7,37.0,['United States'],['English'],"['Isaac Acevedo', 'Logan Acevedo', 'Sage Bonfire', 'Sean Bonfire', 'Oliver Davis', 'Chloe Davison', 'Aspen Jarvis', 'Patrick Johnson', 'Dave Privett', 'June Privett', 'Evan Strong', 'Max Strong', 'Alexandria Suarez']",['Jim Janicek'],"['Jim Janicek', 'Len Marino']",96.0
763,Black Orpheus,1959.0,movie,"['Drama', 'Fantasy', 'Music', 'Romance']",7.5,10722.0,"['Brazil', 'France', 'Italy']",['Portuguese'],"['Breno Mello', 'Marpessa Dawn', 'Lourdes de Oliveira', 'Léa Garcia', 'Adhemar Ferreira da Silva', 'Waldemar De Souza', 'Alexandro Constantino', 'Jorge Dos Santos', 'Aurino Cassiano', 'Maria Alice', 'Ana Amélia', 'Elizeth Cardoso', 'Arlete Costa', 'Maria de Lourdes', 'Modesto De Souza', 'Agostinho dos Santos', 'Fausto Guerzoni', 'Afonso Marinho', 'Esther Mellinger', 'Eunice Mendes', 'Dinorah Miranda', 'Zeni Pereira', 'Teresa Santos', 'Marcel Camus']",['Marcel Camus'],"['Marcel Camus', 'Jacques Viot', 'Vinicius de Moraes']",158.0
764,Kiss: The Second Coming,1998.0,video movie,"['Documentary', 'Music']",7.4,228.0,['United States'],['English'],"['KISS', 'Peter Criss', 'Ace Frehley', 'Doc McGhee', 'Spiro Papadatos', 'Matt Pinfield', 'Gene Simmons', 'Paul Stanley']",['Tommy Thayer'],['Tommy Thayer'],120.0
765,My Sex Life... or How I Got Into an Argument,1996.0,movie,"['Comedy', 'Drama', 'Romance']",6.8,1509.0,['France'],['French'],"['Mathieu Amalric', 'Emmanuelle Devos', 'Emmanuel Salinger', 'Marianne Denicourt', 'Thibault de Montalembert', 'Chiara Mastroianni', 'Denis Podalydès', 'Jeanne Balibar', 'Fabrice Desplechin', 'Hélène Lapiower', 'Michel Vuillermoz', 'Roland Amstutz', 'Marion Cotillard', 'Solenn Jarniou', 'Philippe Duclos', 'Elisabeth Maby', 'Paule Annen', 'Anne-Katerine Normant', 'Vincent Nemeth', 'David Gabison', 'Pierre-Emmanuel Dupire', 'Erwan Le Youdec', 'Jonathan Reyes', 'Paolo Sergio Ribeiro', 'Florence Ricard', 'Alain Bellèche', 'Marie-Christine Carle', 'Barbara Chavy', 'Emeric Danco', 'Lucie Danco', 'Danièle De Croock', 'Jill Helmi', 'Muriel Hunet', 'Christian Letocart', 'Djemilla Racine']",['Arnaud Desplechin'],"['Emmanuel Bourdieu', 'Arnaud Desplechin']",88.0
766,Saagar,1985.0,movie,"['Drama', 'Romance']",7.1,957.0,['India'],['Hindi'],"['Rishi Kapoor', 'Kamal Haasan', 'Dimple Kapadia', 'Nadira', 'Saeed Jaffrey', 'Madhur Jaffrey', 'A.K. Hangal', 'Shafi Inamdar', 'Sudhir Pandey', 'Satish Kaushik', 'Kiran Vairale', 'Lilliput', 'Goga Kapoor', 'Sharat Saxena', 'Hari Shukla', 'Shubha Khote', 'Suresh Desai', 'Mushtaq Merchant']",['Ramesh Sippy'],"['Javed Akhtar', 'Javed Akhtar', 'Javed Akhtar']",100.0
767,The Tigers,1991.0,movie,"['Action', 'Crime', 'Drama']",6.1,218.0,['Hong Kong'],"['Cantonese', 'English']","['Andy Lau', 'Tony Chiu-Wai Leung', 'Felix Wong', 'Kiu Wai Miu', 'Ken Tong', 'Ka-Yan Leung', 'Irene Wan', 'Fui-On Shing', 'Philip Chan', 'Kit Ying Lam', 'Lieh Lo', 'Kuan Tai Chen', 'Michael Dingo', 'Kam-Kong Wong', 'Fan Hui', 'Joan Lai-Kau Tong', 'Wang Ban Poon', 'Yuk-San Cheung', 'Lee Fung', 'Yung Kwan', 'Yin Nam', 'Eric Tsang']",['Eric Tsang'],"['Yin Nam', 'James Yuen']",195.0
768,Mandragora,1997.0,movie,['Drama'],6.5,1137.0,['Czechia'],['Czech'],"['Miroslav Caslavka', 'David Svec', 'Pavel Skrípal', 'Kostas Zerdolaglu', 'Miroslav Breu', 'Jirí Kodes', 'Karel Polisenský', 'Richard Toth', 'Jiri Pachman', 'Pavel Kocí', 'Jitka Smutná', 'Jirí Kaftan', 'Bretislav Farský', 'Michell Turchetti', 'Tomás Petrák', 'Pavel Weisser', 'Michael Fait', 'Steve Fisher', 'Pavel Fuchman', 'Michael Halstead', 'Petr Vostarek', 'Pavel Sedivy', 'Vladimir Soucek', 'Tomás Dolezal', 'Petr Molek', 'Zdenek Heine', 'Ivo Kopunec', 'Jirí Lazebnícek', 'Martin Hospudka', 'Frantisek Horvath', 'Ondrej Slavik', 'Martin Cizkovsky', 'Jiri Smaus', 'Ivan Spfrek', 'Jana Polásková', 'Iva Pettersonová', 'Tomas Hrbek', 'Jirí Novotný', 'Pavlina Nevria', 'Michaela Kubfkova', 'Marcel Sebek', 'Tomas Leicht', 'Pavel Krapf', 'Radek Taraba', 'Jiri Frohlich', 'Vlastimil Buzek', 'Tomas Tomesek', 'Ondrej Suchopar', 'Petr Cihlaf', 'Václav Procházka', 'Jan Hnetkovsky', 'Frantisek Jaros', 'Jakub Drocar', 'Ladislav Cerny', 'Alexander Gabco', 'Michal Zeman', 'Petr Sedy', 'Lukas Vyulecka', 'Sergej Fedisin', 'Jaroslav Krames', 'Milan Aulicky', 'Stephen Fisher', 'Jiri Stanek', 'Patrik Stanek', 'Chip Persons']",['Wiktor Grodecki'],"['Wiktor Grodecki', 'David Svec']",99.0
769,Babe Ruth,1991.0,tv movie,"['Biography', 'Drama', 'Sport']",5.7,188.0,['United States'],['English'],"['Stephen Lang', 'Brian Doyle-Murray', 'Donald Moffat', 'Yvonne Suhor', 'Bruce Weitz', 'Lisa Zane', 'William Lucking', 'Neal McDonough', 'John Anderson', 'Pete Rose', 'Cy Buynak', 'William Flatley', 'Stephen Prutting', 'Frankie Thorn', 'Thomas Wagner', 'Gregory Adams', 'Jeffery Blanchard', 'Brandi Chrisman', 'Dana Craig', 'Charles Fick', 'Matthew Glave', 'Adam Goldberg', 'Deborah Anne Gorman', 'Thomas B. Hall', 'John Kolibab', 'Nathan Lisle', 'Mickey Manners', 'Andrew May', 'Clint Nageotte', ""Jerry O'Donnell"", 'Fred Ornstein', 'Joe Schratz', 'Troy Startoni', 'Philip L. Stone', 'Rohn Thomas', 'Tom Tully', 'Annabelle Weenick', 'Gary Wilbanks', 'Dale Young', 'James Asmus', 'Stephen R. Campanella', 'Richard Fike', 'Gary Jones', 'Andy Schofield']",['Mark Tinker'],"['Robert W. Creamer', 'Kal Wagenheim', 'Michael De Guzman']",95.0
770,Ring 0: Birthday,2000.0,movie,"['Horror', 'Mystery', 'Thriller']",6.0,8820.0,['Japan'],['Japanese'],"['Yukie Nakama', 'Seiichi Tanabe', 'Kumiko Asô', 'Takeshi Wakamatsu', 'Ryûshi Mizukami', 'Kaoru Okunuki', 'Yasushi Kimura', 'Mami Hashimoto', 'Daisuke Ban', 'Masako', 'Norio Murata', 'Kôji Yano', 'Hinata Takamine', 'Tasuku Unô', 'Akira Igarashi', 'Kôji Nakano', 'Kanji Watanabe', 'Senzaburô Makimura', 'Shûichirô Idemitsu', 'Yoshiyuki Morishita', 'Tsukasa Kimura', 'Akane Tachibana', 'Mahito Ôba', 'Yoji Tanaka', 'Manabu Kadowaki', 'Chinami Furuya', 'Tsuyoshi Shimada', 'Yukimi Koyanagi', 'Ikumi Takebe', 'Taeko Kodama', 'Makoto Yamagishi', 'Nami Asô', 'Izumi Itagaki', 'Yuki Moriwaki', 'Tento Matsui', 'Masafumi Nakai', 'Noriko Naruse', 'Yôko Nakatani', 'Takahiro Okabe', 'Tsutomu Yamamoto', 'Nozomi Sasaki', 'Takaki Kobayashi', 'Takashi Naha', 'Makoto Suzuki', 'Kôjin Gama', 'Masahiro Shimizu', 'Nobuyuki Ogawa', 'Hisatsugu Kohinata', 'Yasuyuki Hirano', 'Fumiko Ozaki', 'Kazue Tsunogae', 'Atsuko Takahata', 'Yoshiko Tanaka']",['Norio Tsuruta'],"['Hiroshi Takahashi', 'Kôji Suzuki']",80.0
771,Now and Then,1995.0,movie,"['Comedy', 'Drama', 'Romance']",6.8,28332.0,['United States'],['English'],"['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch', 'Melanie Griffith', 'Gaby Hoffmann', 'Demi Moore', 'Ashleigh Aston Moore', 'Rita Wilson', 'Devon Sawa', 'Walter Sparrow', 'Cloris Leachman', 'Lolita Davidovich', 'Janeane Garofalo', 'Hank Azaria', 'Bonnie Hunt', 'Rumer Willis', 'Bradley Coryell', 'Justin Humphrey', 'Travis Robertson', 'James Wilson Keane', 'Ric Reitz', 'Kellen Crosby', 'Joey Stinson', 'James Paul Cleckler', 'Tucker Stone', 'Jamison B. Dowd', 'Beverly Shelton', 'Geoff McKnight', 'T.S. Morgan', 'Carl Espy', 'Alice Tew', 'Rand Courtney', 'Brendan Fraser', 'Brandon Kleyla', 'Haviland Stillwell', 'Kim Tannahill', 'Dave Thompson']",['Lesli Linka Glatter'],['I. Marlene King'],110.0
772,Alice's Adventures in Wonderland,1972.0,movie,"['Adventure', 'Family', 'Fantasy', 'Musical']",5.8,1624.0,['United Kingdom'],['English'],"['Fiona Fullerton', 'Michael Jayston', 'Hywel Bennett', 'Michael Crawford', 'Davy Kaye', 'William Ellis', 'Freddie Earlle', 'Julian Chagrin', 'Mike Elles', 'Ralph Richardson', 'Fred Cox', 'Frank Cox', ""Peter O'Farrell"", 'Ian Trigger', 'Peter Bull', 'Patsy Rowlands', 'Roy Kinnear', 'Robert Helpmann', 'Peter Sellers', 'Dudley Moore', 'Dennis Waterman', 'Ray Brooks', 'Richard Warwick', 'Dennis Price', 'Flora Robson', 'Rodney Bewes', 'Spike Milligan', 'Michael Hordern', 'Victoria Shellard', 'Pippa Vickers', 'Ray Edwards', 'Stanley Bates', 'Melita Manger', 'Angela Morgan', 'June Kidd', 'Michael Reardon', 'Brian Tipping']",['William Sterling'],"['Lewis Carroll', 'William Sterling']",91.0
773,Wishmaster 3: Beyond the Gates of Hell,2001.0,video movie,"['Fantasy', 'Horror', 'Thriller']",3.6,4461.0,"['Canada', 'United States']",['English'],"['Jason Connery', 'A.J. Cook', 'Tobias Mehler', 'Louisette Geiss', 'Aaron Smolinski', 'Daniella Evangelista', 'Emmanuelle Vaugier', 'John Novak', 'Kate Yacula', 'Rick Skene', 'Jan Skene', 'Muriel Hogue', 'Chad Bruce', 'Jenny Pudavick', 'Sarah Carter', 'Ruth Dubuisson', 'Angela Jackson', 'Clayton T. Stewart']",['Chris Angel'],"['Alex Wright', 'Peter Atkins']",86.0
774,The Thief of Bagdad,1940.0,movie,"['Adventure', 'Family', 'Fantasy', 'Romance']",7.5,12706.0,"['United Kingdom', 'United States']",['English'],"['Conrad Veidt', 'Sabu', 'June Duprez', 'John Justin', 'Rex Ingram', 'Miles Malleson', 'Morton Selten', 'Mary Morris', 'Bruce Winston', 'Hay Petrie', 'Adelaide Hall', 'Roy Emerton', 'Allan Jeayes', 'Chick Alexander', 'Frederick Burtwell', 'Mad Jack Churchill', 'Joseph Cozier', 'Toni Gable', 'Robert Greig', 'Henry Hallatt', 'Miki Hood', 'Glynis Johns', 'Alexander Laine', 'Cleo Laine', 'Sylvia Laine', 'Spoli Mills', 'Leslie Phillips', 'Norman Pierce', 'John Salew', 'Mark Stone', 'Frank Tickle', 'Otto Wallen', 'Ben Williams']","['Ludwig Berger', 'Michael Powell', 'Tim Whelan']","['Miles Malleson', 'Lajos Biró', 'Miklós Rózsa']",75.0
775,The Magic Christian,1969.0,movie,['Comedy'],6.0,3343.0,['United Kingdom'],['English'],"['Peter Sellers', 'Ringo Starr', 'Isabel Jeans', 'Caroline Blakiston', 'Wilfrid Hyde-White', 'Richard Attenborough', 'Leonard Frey', 'Laurence Harvey', 'Christopher Lee', 'Spike Milligan', 'Roman Polanski', 'Raquel Welch', 'Tom Boyle', 'Victor Maddern', 'Terence Alexander', 'Peter Bayliss', 'Joan Benham', 'Patrick Cargill', 'John Cleese', 'Clive Dunn', 'Fred Emney', 'Kenneth Fortescue', 'Patrick Holt', 'David Hutcheson', 'Hattie Jacques', 'Jeremy Lloyd', 'David Lodge', 'Ferdy Mayne', 'Dennis Price', 'Robert Raglan', 'Graham Stark', 'Miriam Karlin', 'Lewis Alexander', 'Andrew Andreas', 'Jack Armstrong', 'Jack Arrow', 'Michael Aspel', 'Zelda Barnett', 'Michael Barratt', 'Sean Barry-Weske', 'Alan Beaton', 'Paul Beradi', 'Harold Berens', 'Yul Brynner', 'Fay Bura', 'Rodney Cardiff', 'Harry Carpenter', 'Tony Castleton', 'Pauline Chamberlain', 'Graham Chapman', 'Kimberley Chung', 'Jimmy Clitheroe', 'George Cooper', 'Maxwell Craig', 'Roland Culver', 'George Curtis', 'W. Barrington Dalby', 'John Doye', 'Freddie Earlle', 'Marusa Elias', 'Mabel Etherington', 'Peter Evans', 'Otto Friese', 'Maria Frost', 'Gail Gilmore', 'Arthur Goodman', 'Peter Graves', 'Muriel Greenslade', 'Ron Gregory', 'Victor Harrington', 'Renee Heimer', 'Ned Hood', 'Lew Hooper', 'Billy John', 'Gerry Judge', 'Juba Kennerley', 'Roy Lansford', 'James Laurenson', 'John Le Mesurier', 'Rick Lester', 'Kirsten Lindholm', 'Mary Maxfield', 'Rosalind Mendleson', 'Guy Middleton', 'John More', 'Lola Morice', 'Peter Myers', 'Joe Phelps', 'Paul Phillips', 'Dinny Powell', 'Nosher Powell', 'Bob Ramsey', 'Mike Reynell', 'Bess Rogers', 'Peter Roy', 'Roy Scammell', 'Bunny Seaman', 'Birthe Sector', 'Ian Selby', 'Edward Sinclair', 'John Smart', 'Esme Smythe', 'John Snagge', 'George Spence', 'Guy Standeven', 'Emile Stemmler', 'Philip Stewart', 'Carmel Stratton', 'John Tatham', 'Leon Thau', 'Frank Thornton', 'Harry Tierney', 'John Timberlake', 'Graham Tonbridge', 'Cy Town', 'Michael Trubshawe', 'Edward Underdown', 'Robert van Kaphengst', 'Pearl Walters', 'Lincoln Webb', 'Rita Webb', 'Eric Wetherell', 'Alan Whicker', 'John Wilder', 'Polly Williams']",['Joseph McGrath'],"['Terry Southern', 'Joseph McGrath', 'Terry Southern']",88.0
776,Trevor,1994.0,movie,"['Comedy', 'Short', 'Drama']",7.7,1528.0,['United States'],['English'],"['Brett Barsky', 'Judy Kain', 'John Lizzi', 'Jonah Rooney', 'Stephen Tobolowsky', 'Cory M. Miller', 'Allen Dorane', 'Lindsay Pomerantz', 'Alicia Anderson', 'Courtney Dornstein', 'Ken Sale', 'Lucas Jansen', 'Shannon L.A. Beach', 'John Akpyas', 'Frank Montes', 'Ellen DeGeneres', 'Rebekah Russell', 'William Scott Brown', 'Brad Spencer']",['Peggy Rajski'],"['James Lecesne', 'Bruce Vilanch']",24.0
777,Two Thousand Maniacs!,1964.0,movie,['Horror'],5.9,4640.0,['United States'],['English'],"['Connie Mason', 'William Kerwin', 'Jeffrey Allen', 'Shelby Livingston', 'Ben Moore', 'Jerome Eden', 'Gary Bakeman', 'Stanley Dyrector', 'Linda Cochran', 'Yvonne Gilbert', 'Michael Korb', 'Vincent Santo', 'Andy Wilson', 'Candi Conder', 'The Pleasant Valley Boys', 'Paul Champion', 'Charles Glore']",['Herschell Gordon Lewis'],['Herschell Gordon Lewis'],98.0
